total_area,pattern_area,num_items,utilization_ratio,aspect_ratio_fabric,aspect_ratio_pattern,density,fabric_length,fabric_width,pattern_length,pattern_width,waste_percentage
496.65,1.469,92,0.2721,79.464,0.8692,0.1852,198.66,2.5,1.13,1.3,71.88
58.3193,0.6624,83,0.9427,45.6726,5.1111,1.4232,51.61,1.13,1.84,0.36,4.03
294.645,0.4154,206,0.2904,130.9533,4.3226,0.6991,196.43,1.5,1.34,0.31,71.9
158.894,0.484,124,0.3777,22.6264,1.6,0.7804,59.96,2.65,0.88,0.55,61.94
145.431,0.9396,51,0.3295,28.4735,1.4321,0.3507,64.35,2.26,1.16,0.81,66.81
458.4567,1.1424,246,0.613,63.3569,1.098,0.5366,170.43,2.69,1.12,1.02,38.61
16.9635,0.0759,83,0.3714,3.6698,1.4348,4.8929,7.89,2.15,0.33,0.23,60.93
199.8594,0.6909,246,0.8504,93.7603,0.3475,1.2309,136.89,1.46,0.49,1.41,15.37
77.3409,1.5456,27,0.5396,10.3773,2.1905,0.3491,28.33,2.73,1.84,0.84,47.88
99.7373,1.4268,22,0.3147,20.4208,1.8851,0.2206,45.13,2.21,1.64,0.87,67.12
512.0944,0.5508,688,0.74,71.2985,0.2353,1.3435,191.08,2.68,0.36,1.53,24.03
268.741,1.1154,172,0.7139,45.8884,2.5606,0.64,111.05,2.42,1.69,0.66,28.85
200.081,0.2275,273,0.3104,196.1386,0.5385,1.3644,198.1,1.01,0.35,0.65,69.64
419.3028,0.4074,798,0.7753,66.0278,9.2381,1.9032,166.39,2.52,1.94,0.21,23.02
276.233,3.2706,50,0.592,95.5824,1.3101,0.181,162.49,1.7,2.07,1.58,42.52
187.45,1.107,95,0.561,29.992,1.3667,0.5068,74.98,2.5,1.23,0.9,43.74
115.3518,1.7236,24,0.3586,69.3178,1.121,0.2081,89.42,1.29,1.39,1.24,62.93
175.1537,0.416,201,0.4774,53.4641,1.5385,1.1476,96.77,1.81,0.8,0.52,51.1
23.0175,2.4617,2,0.2139,3.0436,2.3204,0.0869,8.37,2.75,2.39,1.03,79.72
24.475,1.6905,8,0.5526,20.2273,1.5333,0.3269,22.25,1.1,1.61,1.05,46.23
276.4896,1.224,127,0.5622,100.3373,0.5229,0.4593,166.56,1.66,0.8,1.53,45.63
28.4727,1.8972,10,0.6663,24.8692,1.8235,0.3512,26.61,1.07,1.86,1.02,33.97
249.9272,0.222,982,0.8723,29.9239,0.4054,3.9291,86.48,2.89,0.3,0.74,13.7
56.2086,0.7239,46,0.5924,35.4048,2.2281,0.8184,44.61,1.26,1.27,0.57,40.55
170.6221,0.7308,197,0.8438,116.5372,0.5431,1.1546,141.01,1.21,0.63,1.16,15.3
92.0992,1.2078,20,0.2623,49.7941,3.2459,0.2172,67.72,1.36,1.98,0.61,74.71
52.107,1.428,34,0.9318,43.0636,1.2952,0.6525,47.37,1.1,1.36,1.05,7.82
217.712,0.4464,268,0.5495,179.9273,4.6452,1.231,197.92,1.1,1.44,0.31,45.83
170.1018,3.0968,30,0.5462,43.3889,1.2405,0.1764,85.91,1.98,1.96,1.58,45.69
258.0732,1.17,115,0.5214,65.8283,1.4444,0.4456,130.34,1.98,1.3,0.9,47.77
155.4118,1.5549,38,0.3802,49.0506,2.9178,0.2445,87.31,1.78,2.13,0.73,62.82
35.724,2.875,9,0.7243,24.8083,2.1739,0.2519,29.77,1.2,2.5,1.15,27.02
111.2664,1.5368,24,0.3315,12.6993,0.8309,0.2157,37.59,2.96,1.13,1.36,65.44
203.8236,1.4364,97,0.6836,67.3218,2.4868,0.4759,117.14,1.74,1.89,0.76,30.53
515.0449,2.6026,93,0.4699,65.2278,1.2727,0.1806,183.29,2.81,1.82,1.43,54.13
432.1001,0.9272,162,0.3476,82.3974,2.4918,0.3749,188.69,2.29,1.52,0.61,65.44
235.3176,1.566,106,0.7054,123.5652,1.3426,0.4505,170.52,1.38,1.45,1.08,28.18
202.7884,0.8632,188,0.8003,136.2459,3.1923,0.9271,166.22,1.22,1.66,0.52,18.13
66.3702,1.5876,10,0.2392,10.2874,1.6531,0.1507,26.13,2.54,1.62,0.98,78.06
262.614,0.7752,249,0.735,41.0277,2.9804,0.9482,103.8,2.53,1.52,0.51,27.45
240.567,3.5478,25,0.3687,36.9961,1.3519,0.1039,94.34,2.55,2.19,1.62,63.33
397.3116,0.3864,352,0.3423,45.966,0.8116,0.886,135.14,2.94,0.56,0.69,64.95
294.9579,1.5004,131,0.6664,100.8713,3.9032,0.4441,172.49,1.71,2.42,0.62,31.66
184.245,0.2232,305,0.3695,61.5607,1.7222,1.6554,106.5,1.73,0.62,0.36,65.04
63.3132,3.1724,6,0.3006,21.4012,1.3377,0.0948,36.81,1.72,2.06,1.54,71.67
51.5394,0.4066,111,0.8757,17.6257,0.3551,2.1537,30.14,1.71,0.38,1.07,12.55
93.184,0.672,85,0.613,47.5429,2.1429,0.9122,66.56,1.4,1.2,0.56,38.91
455.1,0.2296,1799,0.9076,51.9426,2.9286,3.953,153.75,2.96,0.82,0.28,10.33
64.9084,0.9452,28,0.4077,9.384,2.0441,0.4314,24.68,2.63,1.39,0.68,59.48
88.3738,0.5375,63,0.3832,41.4589,0.344,0.7129,60.53,1.46,0.43,1.25,63.25
164.8924,0.2016,369,0.4511,77.3562,1.9688,2.2378,112.94,1.46,0.63,0.32,53.17
256.724,0.121,549,0.2588,151.9077,2.5,2.1385,197.48,1.3,0.55,0.22,75.15
82.62,0.4466,104,0.5622,17.7083,1.3276,1.2588,38.25,2.16,0.77,0.58,41.79
165.7539,0.7059,196,0.8347,21.2939,4.641,1.1825,59.41,2.79,1.81,0.39,17.06
230.86,1.78,45,0.347,57.715,2.2472,0.1949,115.43,2.0,2.0,0.89,64.54
214.0047,3.2697,14,0.2139,28.7143,1.0925,0.0654,78.39,2.73,1.89,1.73,80
95.3001,1.4464,38,0.5767,44.102,1.1327,0.3987,64.83,1.47,1.28,1.13,43.56
82.3025,0.4704,151,0.863,26.8743,0.375,1.8347,47.03,1.75,0.42,1.12,15.57
289.8772,1.3572,190,0.8896,82.016,0.4483,0.6554,154.19,1.88,0.78,1.74,9.93
204.5483,2.0274,37,0.3667,46.8278,1.7064,0.1809,97.87,2.09,1.86,1.09,61.94
455.6552,2.368,49,0.2546,55.7063,0.925,0.1075,159.32,2.86,1.48,1.6,73.81
38.9462,1.3516,24,0.8329,5.0758,1.1376,0.6162,14.06,2.77,1.24,1.09,15.0
24.684,1.2351,10,0.5004,3.5417,2.5942,0.4051,9.35,2.64,1.79,0.69,50.19
13.8618,2.3214,2,0.3349,6.0795,1.089,0.1443,9.18,1.51,1.59,1.46,64.84
185.0128,1.0763,128,0.7446,147.4911,4.8723,0.6918,165.19,1.12,2.29,0.47,26.13
205.165,1.4875,76,0.551,59.9459,0.4857,0.3704,110.9,1.85,0.85,1.75,45.6
113.8415,2.9664,11,0.2866,22.8924,1.4306,0.0966,51.05,2.23,2.06,1.44,70.26
23.8476,1.9836,7,0.5822,16.8403,1.5263,0.2935,20.04,1.19,1.74,1.14,42.11
85.74,0.495,104,0.6004,38.1067,0.88,1.213,57.16,1.5,0.66,0.75,38.98
26.0032,3.6081,5,0.6938,3.5147,1.2339,0.1923,9.56,2.72,2.11,1.71,29.65
